Store,DayOfWeek,Date,Sales,Customers,Open,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear,DayOfYear,IsWeekend,IsMonthStart,IsMonthEnd,Month_sin,Month_cos,Dow_sin,Dow_cos,CompetitionOpenMonths,CompetitionDistanceBin,Promo2Active,PromoOpenMonths,Promo_DayOfWeek,Promo_Competition,Promo2_Competition,LogSales,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c
219,5,2015-07-31,3511,433,1,1,1,1640.0,2,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,30.333333333333332,1,0,0.0,5,1640.0,0.0,8.163940954755008,1,0,0,0,1,0,0,1,0,0,0
220,5,2015-07-31,5324,687,1,1,1,1000.0,9,2008,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,84.13333333333334,1,0,0.0,5,1000.0,0.0,8.580167990577626,1,0,0,0,1,0,0,1,0,0,0
221,5,2015-07-31,7750,651,1,1,1,13530.0,9,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,23.266666666666666,4,0,0.0,5,13530.0,0.0,8.955577146281511,0,0,0,1,0,0,1,1,0,0,0
222,5,2015-07-31,6468,627,1,1,1,2170.0,11,2008,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,82.1,2,0,0.0,5,2170.0,0.0,8.774776816043985,1,0,0,0,1,0,0,1,0,0,0
223,5,2015-07-31,10141,898,1,1,1,2920.0,10,1995,1,27,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,241.43333333333334,2,1,55.733333333333334,5,2920.0,2920.0,9.224440496354964,0,0,0,1,0,0,1,1,0,0,0
224,5,2015-07-31,9423,594,1,1,1,7930.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,3,1,31.366666666666667,5,7930.0,7930.0,9.151014905891367,0,0,0,1,0,0,1,1,0,0,0
225,5,2015-07-31,7849,682,1,1,1,10180.0,5,2015,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,3.033333333333333,4,0,0.0,5,10180.0,0.0,8.968268810776454,0,0,0,1,1,0,0,1,0,0,0
226,5,2015-07-31,8052,730,1,1,1,450.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,0.0,5,450.0,0.0,8.993799971795545,1,0,0,0,1,0,0,1,0,0,0
227,5,2015-07-31,7186,595,1,1,1,2370.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,0.0,5,2370.0,0.0,8.880029117468442,1,0,0,0,1,0,0,1,0,0,0
228,5,2015-07-31,10369,689,1,1,1,10800.0,0,0,1,18,2011,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,4,0,55.733333333333334,5,10800.0,0.0,9.246672301223573,0,0,0,1,0,0,1,1,0,0,0
229,5,2015-07-31,13016,937,1,1,1,17410.0,4,2007,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,101.43333333333334,4,1,55.733333333333334,5,17410.0,17410.0,9.47401147446646,0,0,0,1,0,0,1,1,0,0,0
230,5,2015-07-31,10988,1091,1,1,1,6680.0,9,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,23.266666666666666,3,0,0.0,5,6680.0,0.0,9.304650051446924,0,0,0,1,0,0,1,1,0,0,0
231,5,2015-07-31,8353,614,1,1,0,3840.0,10,2008,1,39,2010,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,83.13333333333334,2,0,67.9,5,3840.0,0.0,9.03049574505712,0,0,0,1,0,0,1,1,0,0,0
232,5,2015-07-31,5738,469,1,1,1,13570.0,5,2010,1,10,2013,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,63.9,4,0,31.366666666666667,5,13570.0,0.0,8.655040258108363,0,0,1,0,0,0,1,1,0,0,0
233,5,2015-07-31,12157,1148,1,1,1,1890.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,0.0,5,1890.0,0.0,9.405742668308667,1,0,0,0,1,0,0,1,0,0,0
234,5,2015-07-31,13943,1088,1,1,1,4370.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,0.0,5,4370.0,0.0,9.542804587199857,0,0,0,1,1,0,0,1,0,0,0
235,5,2015-07-31,6756,548,1,1,1,5710.0,3,2012,1,37,2009,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,41.56666666666667,3,1,80.06666666666666,5,5710.0,5710.0,8.818334283552174,1,0,0,0,1,0,0,1,0,0,0
236,5,2015-07-31,10336,1086,1,1,1,1000.0,11,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,94.3,1,0,0.0,5,1000.0,0.0,9.243484970568485,1,0,0,0,1,0,0,1,0,0,0
237,5,2015-07-31,4879,564,1,1,1,1420.0,11,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,94.3,1,0,0.0,5,1420.0,0.0,8.492900498847193,1,0,0,0,1,0,0,1,0,0,0
238,5,2015-07-31,11530,1372,1,1,1,320.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,80.06666666666666,5,320.0,0.0,9.352794339771116,1,0,0,0,1,0,0,1,0,0,0
239,5,2015-07-31,6757,523,1,1,1,610.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,0.0,5,610.0,0.0,8.818482267274236,0,0,0,1,0,0,1,1,0,0,0
240,5,2015-07-31,5195,474,1,1,1,1110.0,5,2009,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,76.06666666666666,1,0,0.0,5,1110.0,0.0,8.55564437779049,1,0,0,0,1,0,0,1,0,0,0
241,5,2015-07-31,8650,763,1,1,1,780.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,0.0,5,780.0,0.0,9.065430200180375,0,0,0,1,0,0,1,1,0,0,0
242,5,2015-07-31,5056,451,1,1,1,6880.0,9,2001,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,169.36666666666667,3,1,55.733333333333334,5,6880.0,6880.0,8.528528701079983,0,0,0,1,1,0,0,1,0,0,0
243,5,2015-07-31,11404,1249,1,1,0,310.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,31.366666666666667,5,310.0,0.0,9.341807134718488,1,0,0,0,1,0,0,1,0,0,0
244,5,2015-07-31,6461,635,1,1,1,710.0,3,2012,1,1,2012,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,41.56666666666667,1,1,43.56666666666667,5,710.0,710.0,8.773694146384443,0,0,0,1,1,0,0,1,0,0,0
245,5,2015-07-31,10778,1139,1,1,1,1310.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,0.0,5,1310.0,0.0,9.285355075781629,1,0,0,0,0,0,1,1,0,0,0
246,5,2015-07-31,10031,1131,1,1,1,4660.0,4,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,28.366666666666667,2,0,0.0,5,4660.0,0.0,9.213535262872702,0,0,1,0,1,0,0,1,0,0,0
247,5,2015-07-31,11660,839,1,1,1,70.0,11,2010,1,5,2013,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,57.766666666666666,0,0,31.366666666666667,5,70.0,0.0,9.364005219520333,0,0,0,1,0,0,1,1,0,0,0
248,5,2015-07-31,11444,1228,1,1,1,340.0,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,35.43333333333333,0,1,43.56666666666667,5,340.0,340.0,9.345308232386667,1,0,0,0,0,0,1,1,0,0,0
249,5,2015-07-31,7053,630,1,1,1,18010.0,9,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,11.1,4,0,0.0,5,18010.0,0.0,8.861350110795998,0,0,0,1,0,0,1,1,0,0,0
250,5,2015-07-31,13232,887,1,1,1,3520.0,0,0,1,18,2012,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,43.56666666666667,5,3520.0,0.0,9.49046898877305,0,0,0,1,1,0,0,1,0,0,0
251,5,2015-07-31,22205,2508,1,1,1,340.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,0.0,5,340.0,0.0,10.008117801614212,1,0,0,0,0,0,1,1,0,0,0
252,5,2015-07-31,13647,954,1,1,1,22330.0,0,0,1,5,2010,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,4,0,67.9,5,22330.0,0.0,9.52134826973146,0,0,0,1,0,0,1,1,0,0,0
253,5,2015-07-31,8801,906,1,1,1,250.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,31.366666666666667,5,250.0,0.0,9.082734247371036,1,0,0,0,0,0,1,1,0,0,0
254,5,2015-07-31,4239,315,1,1,1,330.0,3,2008,1,1,2012,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,90.26666666666667,0,0,43.56666666666667,5,330.0,0.0,8.352318548226004,0,0,0,1,1,0,0,1,0,0,0
255,5,2015-07-31,8711,739,1,1,1,4630.0,3,2011,1,35,2011,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,53.766666666666666,2,0,55.733333333333334,5,4630.0,0.0,9.072456664612796,0,0,1,0,0,0,1,1,0,0,0
256,5,2015-07-31,11536,1185,1,1,1,80.0,9,2005,1,10,2014,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,120.66666666666667,0,0,19.2,5,80.0,0.0,9.35331454092729,1,0,0,0,0,0,1,1,0,0,0
257,5,2015-07-31,6874,749,1,1,1,420.0,12,2012,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,32.4,0,0,0.0,5,420.0,0.0,8.835646922534773,1,0,0,0,1,0,0,1,0,0,0
258,5,2015-07-31,6763,601,1,1,0,27190.0,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,61.86666666666667,4,1,80.06666666666666,5,27190.0,27190.0,8.81936971001847,1,0,0,0,1,0,0,1,0,0,0
259,5,2015-07-31,14096,2628,1,1,1,210.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,0.0,5,210.0,0.0,9.553717287770926,0,1,0,0,0,1,0,1,0,0,0
260,5,2015-07-31,6849,835,1,1,1,540.0,10,2011,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,46.63333333333333,1,0,0.0,5,540.0,0.0,8.83200393125627,1,0,0,0,1,0,0,1,0,0,0
261,5,2015-07-31,13470,989,1,1,1,15340.0,4,2015,1,39,2009,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,4.033333333333333,4,1,80.06666666666666,5,15340.0,15340.0,9.508294505698569,0,0,0,1,0,0,1,1,0,0,0
262,5,2015-07-31,25774,3669,1,1,1,1180.0,5,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,27.366666666666667,1,0,0.0,5,1180.0,0.0,10.15716030888516,0,1,0,0,1,0,0,1,0,0,0
263,5,2015-07-31,5216,440,1,1,0,1140.0,5,2013,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,27.366666666666667,1,1,19.2,5,1140.0,1140.0,8.559677803022392,1,0,0,0,0,0,1,1,0,0,0
264,5,2015-07-31,8303,992,1,1,1,180.0,3,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,17.233333333333334,0,0,0.0,5,180.0,0.0,9.024492605405669,1,0,0,0,1,0,0,1,0,0,0
265,5,2015-07-31,7502,655,1,1,1,4580.0,0,0,1,14,2015,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,1,7.033333333333333,5,4580.0,4580.0,8.923058219545728,1,0,0,0,1,0,0,1,0,0,0
266,5,2015-07-31,4779,495,1,1,1,360.0,3,2014,1,9,2011,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,17.233333333333334,0,0,55.733333333333334,5,360.0,0.0,8.472195825485501,1,0,0,0,0,0,1,1,0,0,0
267,5,2015-07-31,11326,1217,1,1,1,2460.0,1,2012,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,43.56666666666667,2,0,0.0,5,2460.0,0.0,9.334944535200714,0,0,1,0,1,0,0,1,0,0,0
268,5,2015-07-31,7492,740,1,1,1,4520.0,2,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,18.166666666666668,2,0,0.0,5,4520.0,0.0,8.92172453036431,1,0,0,0,1,0,0,1,0,0,0
269,5,2015-07-31,12197,1304,1,1,1,60.0,6,2015,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,2.0,0,0,0.0,5,60.0,0.0,9.409027282856401,1,0,0,0,0,0,1,1,0,0,0
270,5,2015-07-31,11643,1338,1,1,1,1450.0,7,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,13.166666666666666,1,0,0.0,5,1450.0,0.0,9.362546304865514,1,0,0,0,1,0,0,1,0,0,0
271,5,2015-07-31,10104,934,1,1,1,420.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,1,55.733333333333334,5,420.0,420.0,9.22078562983772,1,0,0,0,1,0,0,1,0,0,0
272,5,2015-07-31,9109,774,1,1,1,16180.0,7,2003,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,147.1,4,1,55.733333333333334,5,16180.0,16180.0,9.117127990254003,1,0,0,0,1,0,0,1,0,0,0
273,5,2015-07-31,9189,792,1,1,1,8480.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,3,0,0.0,5,8480.0,0.0,9.125871215349733,1,0,0,0,0,0,1,1,0,0,0
274,5,2015-07-31,6975,1374,1,1,1,3640.0,0,0,1,10,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,1,31.366666666666667,5,3640.0,3640.0,8.850230965588816,0,1,0,0,0,1,0,1,0,0,0
275,5,2015-07-31,8573,774,1,1,0,300.0,5,2014,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,15.2,0,1,19.2,5,300.0,300.0,9.056489647157923,0,0,0,1,1,0,0,1,0,0,0
276,5,2015-07-31,5272,575,1,1,1,2960.0,10,2014,1,36,2013,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,10.1,2,0,31.366666666666667,5,2960.0,0.0,8.570354739530469,1,0,0,0,1,0,0,1,0,0,0
277,5,2015-07-31,9262,724,1,1,0,7840.0,0,0,1,31,2009,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,3,0,80.06666666666666,5,7840.0,0.0,9.133783249254028,0,0,0,1,0,0,1,1,0,0,0
278,5,2015-07-31,9966,929,1,1,1,9260.0,2,2010,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,66.86666666666666,3,0,0.0,5,9260.0,0.0,9.207034914967457,1,0,0,0,0,0,1,1,0,0,0
279,5,2015-07-31,12709,814,1,1,0,2320.0,0,0,1,40,2012,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,1,43.56666666666667,5,2320.0,2320.0,9.4501443641835,0,0,0,1,0,0,1,1,0,0,0
280,5,2015-07-31,8189,579,1,1,1,18640.0,9,2013,1,10,2014,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,23.266666666666666,4,0,19.2,5,18640.0,0.0,9.010669176847115,0,0,0,1,0,0,1,1,0,0,0
281,5,2015-07-31,8053,633,1,1,1,6970.0,9,2011,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,47.63333333333333,3,0,0.0,5,6970.0,0.0,8.9939241414114,0,0,0,1,0,0,1,1,0,0,0
282,5,2015-07-31,4761,608,1,1,1,1220.0,12,2010,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,56.766666666666666,1,0,0.0,5,1220.0,0.0,8.468423027046809,1,0,0,0,1,0,0,1,0,0,0
283,5,2015-07-31,9829,839,1,1,0,2260.0,0,0,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,1,19.2,5,2260.0,2260.0,9.193194213141211,1,0,0,0,1,0,0,1,0,0,0
284,5,2015-07-31,6788,520,1,1,0,1290.0,0,0,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,1,19.2,5,1290.0,1290.0,8.823058934301647,0,0,0,1,1,0,0,1,0,0,0
285,5,2015-07-31,7052,540,1,1,1,2410.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,0.0,5,2410.0,0.0,8.86120833720818,1,0,0,0,1,0,0,1,0,0,0
286,5,2015-07-31,5093,438,1,1,1,1460.0,4,2015,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,4.033333333333333,1,0,0.0,5,1460.0,0.0,8.535818655539403,1,0,0,0,1,0,0,1,0,0,0
287,5,2015-07-31,9283,865,1,1,0,2740.0,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,76.06666666666666,2,1,19.2,5,2740.0,2740.0,9.136047767394327,0,0,1,0,1,0,0,1,0,0,0
288,5,2015-07-31,6886,480,1,1,0,800.0,0,0,1,14,2011,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,55.733333333333334,5,800.0,0.0,8.837390855544697,0,0,0,1,1,0,0,1,0,0,0
289,5,2015-07-31,7522,616,1,1,1,6540.0,12,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,93.3,3,0,0.0,5,6540.0,0.0,8.925720273560222,0,0,0,1,1,0,0,1,0,0,0
290,5,2015-07-31,8386,719,1,1,1,4150.0,5,2001,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,173.46666666666667,2,0,0.0,5,4150.0,0.0,9.034438166984412,1,0,0,0,1,0,0,1,0,0,0
291,5,2015-07-31,10052,973,1,1,1,2330.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,0.0,5,2330.0,0.0,9.215626376405421,0,0,0,1,1,0,0,1,0,0,0
292,5,2015-07-31,0,0,0,1,1,1100.0,6,2009,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,75.03333333333333,1,0,0.0,5,1100.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0
293,5,2015-07-31,7494,878,1,1,1,140.0,11,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,94.3,0,0,0.0,5,140.0,0.0,8.921991410536698,0,0,1,0,0,0,1,1,0,0,0
294,5,2015-07-31,7628,889,1,1,1,3150.0,5,2005,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,124.76666666666667,2,0,0.0,5,3150.0,0.0,8.93971205409023,1,0,0,0,1,0,0,1,0,0,0
295,5,2015-07-31,7687,834,1,1,1,210.0,11,2000,1,36,2013,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,179.5,0,0,31.366666666666667,5,210.0,0.0,8.947415950650129,1,0,0,0,1,0,0,1,0,0,0
296,5,2015-07-31,8579,801,1,1,1,9580.0,5,2007,1,45,2014,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,100.43333333333334,3,0,19.2,5,9580.0,0.0,9.057189192482008,1,0,0,0,1,0,0,1,0,0,0
297,5,2015-07-31,8481,802,1,1,1,2300.0,9,2010,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,59.8,2,0,0.0,5,2300.0,0.0,9.045701550034536,1,0,0,0,1,0,0,1,0,0,0
298,5,2015-07-31,10344,803,1,1,0,19840.0,7,2009,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,74.03333333333333,4,0,0.0,5,19840.0,0.0,9.244258590179644,0,0,0,1,1,0,0,1,0,0,0
299,5,2015-07-31,9839,1015,1,1,1,38630.0,9,2012,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,35.43333333333333,4,0,0.0,5,38630.0,0.0,9.1942109900463,0,0,0,1,0,0,1,1,0,0,0
300,5,2015-07-31,10784,1082,1,1,1,120.0,4,2009,1,1,2012,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,77.06666666666666,0,1,43.56666666666667,5,120.0,120.0,9.285911558823257,1,0,0,0,0,0,1,1,0,0,0
301,5,2015-07-31,6665,629,1,1,1,4510.0,3,2015,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,5.066666666666666,2,0,0.0,5,4510.0,0.0,8.804775258867686,1,0,0,0,0,0,1,1,0,0,0
302,5,2015-07-31,5356,393,1,1,1,2190.0,12,2007,1,9,2011,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,93.3,2,0,55.733333333333334,5,2190.0,0.0,8.58615939588096,0,0,0,1,0,0,1,1,0,0,0
303,5,2015-07-31,9026,849,1,1,1,15430.0,11,2012,1,18,2011,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,33.4,4,0,55.733333333333334,5,15430.0,0.0,9.107975365298154,1,0,0,0,1,0,0,1,0,0,0
