Store,BranchName,City,Country,Latitude,Longitude,DisplayName
224,Porto Mall Store 0224,Porto,Portugal,41.2065,-8.603762,"Porto Mall Store 0224 | Porto, Portugal"
225,Stockholm Flagship Store 0225,Stockholm,Sweden,59.316926,18.02695,"Stockholm Flagship Store 0225 | Stockholm, Sweden"
226,Gothenburg Central Store 0226,Gothenburg,Sweden,57.736615,11.98044,"Gothenburg Central Store 0226 | Gothenburg, Sweden"
227,Oslo Downtown Store 0227,Oslo,Norway,59.906322,10.792835,"Oslo Downtown Store 0227 | Oslo, Norway"
228,Copenhagen Metro Store 0228,Copenhagen,Denmark,55.63722,12.567563,"Copenhagen Metro Store 0228 | Copenhagen, Denmark"
229,Helsinki Retail Hub Store 0229,Helsinki,Finland,60.121035,24.935266,"Helsinki Retail Hub Store 0229 | Helsinki, Finland"
230,Dublin Commercial Store 0230,Dublin,Ireland,53.30543,-6.298418,"Dublin Commercial Store 0230 | Dublin, Ireland"
231,Athens Prime Store 0231,Athens,Greece,37.945553,23.742421,"Athens Prime Store 0231 | Athens, Greece"
232,Budapest Mall Store 0232,Budapest,Hungary,47.522504,19.048537,"Budapest Mall Store 0232 | Budapest, Hungary"
233,Bucharest Flagship Store 0233,Bucharest,Romania,44.473017,26.089987,"Bucharest Flagship Store 0233 | Bucharest, Romania"
234,Zagreb Central Store 0234,Zagreb,Croatia,45.793571,16.01876,"Zagreb Central Store 0234 | Zagreb, Croatia"
235,Belgrade Downtown Store 0235,Belgrade,Serbia,44.75896,20.495222,"Belgrade Downtown Store 0235 | Belgrade, Serbia"
236,Berlin Metro Store 0236,Berlin,Germany,52.471215,13.451988,"Berlin Metro Store 0236 | Berlin, Germany"
237,Munich Retail Hub Store 0237,Munich,Germany,48.089416,11.621114,"Munich Retail Hub Store 0237 | Munich, Germany"
238,Hamburg Commercial Store 0238,Hamburg,Germany,53.55387,10.042996,"Hamburg Commercial Store 0238 | Hamburg, Germany"
239,Frankfurt Prime Store 0239,Frankfurt,Germany,50.06828,8.687485,"Frankfurt Prime Store 0239 | Frankfurt, Germany"
240,Cologne Mall Store 0240,Cologne,Germany,50.98443,6.96261,"Cologne Mall Store 0240 | Cologne, Germany"
241,Paris Flagship Store 0241,Paris,France,48.86954,2.371775,"Paris Flagship Store 0241 | Paris, France"
242,Lyon Central Store 0242,Lyon,France,45.759454,4.848456,"Lyon Central Store 0242 | Lyon, France"
243,Marseille Downtown Store 0243,Marseille,France,43.304931,5.409916,"Marseille Downtown Store 0243 | Marseille, France"
244,Lille Metro Store 0244,Lille,France,50.583745,3.035396,"Lille Metro Store 0244 | Lille, France"
245,London Retail Hub Store 0245,London,United Kingdom,51.552441,-0.088774,"London Retail Hub Store 0245 | London, United Kingdom"
246,Manchester Commercial Store 0246,Manchester,United Kingdom,53.476366,-2.230587,"Manchester Commercial Store 0246 | Manchester, United Kingdom"
247,Birmingham Prime Store 0247,Birmingham,United Kingdom,52.463938,-1.921588,"Birmingham Prime Store 0247 | Birmingham, United Kingdom"
248,Liverpool Mall Store 0248,Liverpool,United Kingdom,53.40477,-3.006265,"Liverpool Mall Store 0248 | Liverpool, United Kingdom"
249,Rome Flagship Store 0249,Rome,Italy,41.911166,12.454173,"Rome Flagship Store 0249 | Rome, Italy"
250,Milan Central Store 0250,Milan,Italy,45.511639,9.238621,"Milan Central Store 0250 | Milan, Italy"
251,Naples Downtown Store 0251,Naples,Italy,40.871616,14.27171,"Naples Downtown Store 0251 | Naples, Italy"
252,Turin Metro Store 0252,Turin,Italy,45.051253,7.71828,"Turin Metro Store 0252 | Turin, Italy"
253,Madrid Retail Hub Store 0253,Madrid,Spain,40.435273,-3.737538,"Madrid Retail Hub Store 0253 | Madrid, Spain"
254,Barcelona Commercial Store 0254,Barcelona,Spain,41.426193,2.205654,"Barcelona Commercial Store 0254 | Barcelona, Spain"
255,Valencia Prime Store 0255,Valencia,Spain,39.51488,-0.353728,"Valencia Prime Store 0255 | Valencia, Spain"
256,Seville Mall Store 0256,Seville,Spain,37.400442,-5.992676,"Seville Mall Store 0256 | Seville, Spain"
257,Amsterdam Flagship Store 0257,Amsterdam,Netherlands,52.410873,4.940706,"Amsterdam Flagship Store 0257 | Amsterdam, Netherlands"
258,Rotterdam Central Store 0258,Rotterdam,Netherlands,51.878922,4.430337,"Rotterdam Central Store 0258 | Rotterdam, Netherlands"
259,The Hague Downtown Store 0259,The Hague,Netherlands,52.058146,4.331755,"The Hague Downtown Store 0259 | The Hague, Netherlands"
260,Brussels Metro Store 0260,Brussels,Belgium,50.899028,4.316742,"Brussels Metro Store 0260 | Brussels, Belgium"
261,Antwerp Retail Hub Store 0261,Antwerp,Belgium,51.228813,4.390589,"Antwerp Retail Hub Store 0261 | Antwerp, Belgium"
262,Zurich Commercial Store 0262,Zurich,Switzerland,47.423891,8.575912,"Zurich Commercial Store 0262 | Zurich, Switzerland"
263,Geneva Prime Store 0263,Geneva,Switzerland,46.238233,6.140069,"Geneva Prime Store 0263 | Geneva, Switzerland"
264,Vienna Mall Store 0264,Vienna,Austria,48.199682,16.351141,"Vienna Mall Store 0264 | Vienna, Austria"
265,Salzburg Flagship Store 0265,Salzburg,Austria,47.765138,13.091472,"Salzburg Flagship Store 0265 | Salzburg, Austria"
266,Warsaw Central Store 0266,Warsaw,Poland,52.26099,21.062172,"Warsaw Central Store 0266 | Warsaw, Poland"
267,Krakow Downtown Store 0267,Krakow,Poland,50.114364,19.950543,"Krakow Downtown Store 0267 | Krakow, Poland"
268,Wroclaw Metro Store 0268,Wroclaw,Poland,51.134799,17.082977,"Wroclaw Metro Store 0268 | Wroclaw, Poland"
269,Prague Retail Hub Store 0269,Prague,Czech Republic,50.110465,14.412535,"Prague Retail Hub Store 0269 | Prague, Czech Republic"
270,Lisbon Commercial Store 0270,Lisbon,Portugal,38.717354,-9.176384,"Lisbon Commercial Store 0270 | Lisbon, Portugal"
271,Porto Prime Store 0271,Porto,Portugal,41.203305,-8.618483,"Porto Prime Store 0271 | Porto, Portugal"
272,Stockholm Mall Store 0272,Stockholm,Sweden,59.302164,18.08577,"Stockholm Mall Store 0272 | Stockholm, Sweden"
273,Gothenburg Flagship Store 0273,Gothenburg,Sweden,57.720713,11.960416,"Gothenburg Flagship Store 0273 | Gothenburg, Sweden"
274,Oslo Central Store 0274,Oslo,Norway,59.875256,10.769357,"Oslo Central Store 0274 | Oslo, Norway"
275,Copenhagen Downtown Store 0275,Copenhagen,Denmark,55.678131,12.595532,"Copenhagen Downtown Store 0275 | Copenhagen, Denmark"
276,Helsinki Metro Store 0276,Helsinki,Finland,60.171916,24.973618,"Helsinki Metro Store 0276 | Helsinki, Finland"
277,Dublin Retail Hub Store 0277,Dublin,Ireland,53.354991,-6.254206,"Dublin Retail Hub Store 0277 | Dublin, Ireland"
278,Athens Commercial Store 0278,Athens,Greece,38.021465,23.717848,"Athens Commercial Store 0278 | Athens, Greece"
279,Budapest Prime Store 0279,Budapest,Hungary,47.461302,18.993078,"Budapest Prime Store 0279 | Budapest, Hungary"
280,Bucharest Mall Store 0280,Bucharest,Romania,44.452314,26.114531,"Bucharest Mall Store 0280 | Bucharest, Romania"
281,Zagreb Flagship Store 0281,Zagreb,Croatia,45.835408,15.953196,"Zagreb Flagship Store 0281 | Zagreb, Croatia"
282,Belgrade Central Store 0282,Belgrade,Serbia,44.750237,20.400354,"Belgrade Central Store 0282 | Belgrade, Serbia"
283,Berlin Downtown Store 0283,Berlin,Germany,52.505059,13.413992,"Berlin Downtown Store 0283 | Berlin, Germany"
284,Munich Metro Store 0284,Munich,Germany,48.124324,11.575747,"Munich Metro Store 0284 | Munich, Germany"
285,Hamburg Retail Hub Store 0285,Hamburg,Germany,53.591516,9.978526,"Hamburg Retail Hub Store 0285 | Hamburg, Germany"
286,Frankfurt Commercial Store 0286,Frankfurt,Germany,50.112299,8.710465,"Frankfurt Commercial Store 0286 | Frankfurt, Germany"
287,Cologne Prime Store 0287,Cologne,Germany,50.927154,6.972509,"Cologne Prime Store 0287 | Cologne, Germany"
288,Paris Mall Store 0288,Paris,France,48.892836,2.397152,"Paris Mall Store 0288 | Paris, France"
289,Lyon Flagship Store 0289,Lyon,France,45.728707,4.878359,"Lyon Flagship Store 0289 | Lyon, France"
290,Marseille Central Store 0290,Marseille,France,43.295712,5.345624,"Marseille Central Store 0290 | Marseille, France"
291,Lille Downtown Store 0291,Lille,France,50.625114,3.105303,"Lille Downtown Store 0291 | Lille, France"
292,London Metro Store 0292,London,United Kingdom,51.506662,-0.144925,"London Metro Store 0292 | London, United Kingdom"
293,Manchester Retail Hub Store 0293,Manchester,United Kingdom,53.49414,-2.268585,"Manchester Retail Hub Store 0293 | Manchester, United Kingdom"
294,Birmingham Commercial Store 0294,Birmingham,United Kingdom,52.443786,-1.927512,"Birmingham Commercial Store 0294 | Birmingham, United Kingdom"
295,Liverpool Prime Store 0295,Liverpool,United Kingdom,53.371205,-3.02641,"Liverpool Prime Store 0295 | Liverpool, United Kingdom"
296,Rome Mall Store 0296,Rome,Italy,41.866683,12.510487,"Rome Mall Store 0296 | Rome, Italy"
297,Milan Flagship Store 0297,Milan,Italy,45.432388,9.174567,"Milan Flagship Store 0297 | Milan, Italy"
298,Naples Central Store 0298,Naples,Italy,40.891479,14.265496,"Naples Central Store 0298 | Naples, Italy"
299,Turin Downtown Store 0299,Turin,Italy,45.087056,7.654132,"Turin Downtown Store 0299 | Turin, Italy"
300,Madrid Metro Store 0300,Madrid,Spain,40.386029,-3.749713,"Madrid Metro Store 0300 | Madrid, Spain"
301,Barcelona Retail Hub Store 0301,Barcelona,Spain,41.351994,2.151259,"Barcelona Retail Hub Store 0301 | Barcelona, Spain"
302,Valencia Commercial Store 0302,Valencia,Spain,39.437601,-0.41743,"Valencia Commercial Store 0302 | Valencia, Spain"
303,Seville Prime Store 0303,Seville,Spain,37.351164,-5.988422,"Seville Prime Store 0303 | Seville, Spain"
304,Amsterdam Mall Store 0304,Amsterdam,Netherlands,52.338233,4.890527,"Amsterdam Mall Store 0304 | Amsterdam, Netherlands"
305,Rotterdam Flagship Store 0305,Rotterdam,Netherlands,51.924742,4.496739,"Rotterdam Flagship Store 0305 | Rotterdam, Netherlands"
306,The Hague Central Store 0306,The Hague,Netherlands,52.024431,4.330641,"The Hague Central Store 0306 | The Hague, Netherlands"
307,Brussels Downtown Store 0307,Brussels,Belgium,50.86309,4.309876,"Brussels Downtown Store 0307 | Brussels, Belgium"
308,Antwerp Metro Store 0308,Antwerp,Belgium,51.256758,4.444587,"Antwerp Metro Store 0308 | Antwerp, Belgium"
309,Zurich Retail Hub Store 0309,Zurich,Switzerland,47.333008,8.519388,"Zurich Retail Hub Store 0309 | Zurich, Switzerland"
310,Geneva Commercial Store 0310,Geneva,Switzerland,46.23502,6.168026,"Geneva Commercial Store 0310 | Geneva, Switzerland"
311,Vienna Prime Store 0311,Vienna,Austria,48.176652,16.344735,"Vienna Prime Store 0311 | Vienna, Austria"
312,Salzburg Mall Store 0312,Salzburg,Austria,47.796547,13.053452,"Salzburg Mall Store 0312 | Salzburg, Austria"
313,Warsaw Flagship Store 0313,Warsaw,Poland,52.241525,20.999091,"Warsaw Flagship Store 0313 | Warsaw, Poland"
314,Krakow Central Store 0314,Krakow,Poland,50.060953,19.969747,"Krakow Central Store 0314 | Krakow, Poland"
315,Wroclaw Downtown Store 0315,Wroclaw,Poland,51.061568,17.013744,"Wroclaw Downtown Store 0315 | Wroclaw, Poland"
316,Prague Metro Store 0316,Prague,Czech Republic,50.096835,14.477321,"Prague Metro Store 0316 | Prague, Czech Republic"
317,Lisbon Retail Hub Store 0317,Lisbon,Portugal,38.723468,-9.136089,"Lisbon Retail Hub Store 0317 | Lisbon, Portugal"
318,Porto Commercial Store 0318,Porto,Portugal,41.118617,-8.634359,"Porto Commercial Store 0318 | Porto, Portugal"
319,Stockholm Prime Store 0319,Stockholm,Sweden,59.332562,18.042847,"Stockholm Prime Store 0319 | Stockholm, Sweden"
320,Gothenburg Mall Store 0320,Gothenburg,Sweden,57.685824,11.962328,"Gothenburg Mall Store 0320 | Gothenburg, Sweden"
321,Oslo Flagship Store 0321,Oslo,Norway,59.865907,10.734408,"Oslo Flagship Store 0321 | Oslo, Norway"
322,Copenhagen Central Store 0322,Copenhagen,Denmark,55.647245,12.55105,"Copenhagen Central Store 0322 | Copenhagen, Denmark"
323,Helsinki Downtown Store 0323,Helsinki,Finland,60.131876,24.977453,"Helsinki Downtown Store 0323 | Helsinki, Finland"
324,Dublin Metro Store 0324,Dublin,Ireland,53.359159,-6.24239,"Dublin Metro Store 0324 | Dublin, Ireland"
325,Athens Retail Hub Store 0325,Athens,Greece,38.012717,23.727344,"Athens Retail Hub Store 0325 | Athens, Greece"
326,Budapest Commercial Store 0326,Budapest,Hungary,47.456592,19.043911,"Budapest Commercial Store 0326 | Budapest, Hungary"
327,Bucharest Prime Store 0327,Bucharest,Romania,44.435484,26.127044,"Bucharest Prime Store 0327 | Bucharest, Romania"
328,Zagreb Mall Store 0328,Zagreb,Croatia,45.808166,15.944658,"Zagreb Mall Store 0328 | Zagreb, Croatia"
329,Belgrade Flagship Store 0329,Belgrade,Serbia,44.764978,20.435208,"Belgrade Flagship Store 0329 | Belgrade, Serbia"
330,Berlin Central Store 0330,Berlin,Germany,52.534592,13.412078,"Berlin Central Store 0330 | Berlin, Germany"
331,Munich Downtown Store 0331,Munich,Germany,48.12071,11.630652,"Munich Downtown Store 0331 | Munich, Germany"
332,Hamburg Metro Store 0332,Hamburg,Germany,53.561677,9.967423,"Hamburg Metro Store 0332 | Hamburg, Germany"
333,Frankfurt Retail Hub Store 0333,Frankfurt,Germany,50.071078,8.647386,"Frankfurt Retail Hub Store 0333 | Frankfurt, Germany"
334,Cologne Commercial Store 0334,Cologne,Germany,50.912096,6.926368,"Cologne Commercial Store 0334 | Cologne, Germany"
335,Paris Prime Store 0335,Paris,France,48.825257,2.33071,"Paris Prime Store 0335 | Paris, France"
336,Lyon Mall Store 0336,Lyon,France,45.731337,4.875377,"Lyon Mall Store 0336 | Lyon, France"
337,Marseille Flagship Store 0337,Marseille,France,43.254523,5.372251,"Marseille Flagship Store 0337 | Marseille, France"
338,Lille Central Store 0338,Lille,France,50.62024,3.105538,"Lille Central Store 0338 | Lille, France"
339,London Downtown Store 0339,London,United Kingdom,51.468604,-0.138014,"London Downtown Store 0339 | London, United Kingdom"
340,Manchester Metro Store 0340,Manchester,United Kingdom,53.527747,-2.206049,"Manchester Metro Store 0340 | Manchester, United Kingdom"
341,Birmingham Retail Hub Store 0341,Birmingham,United Kingdom,52.517907,-1.91461,"Birmingham Retail Hub Store 0341 | Birmingham, United Kingdom"
342,Liverpool Commercial Store 0342,Liverpool,United Kingdom,53.375489,-2.974736,"Liverpool Commercial Store 0342 | Liverpool, United Kingdom"
343,Rome Prime Store 0343,Rome,Italy,41.945738,12.502076,"Rome Prime Store 0343 | Rome, Italy"
344,Milan Mall Store 0344,Milan,Italy,45.471361,9.167998,"Milan Mall Store 0344 | Milan, Italy"
345,Naples Flagship Store 0345,Naples,Italy,40.878749,14.236804,"Naples Flagship Store 0345 | Naples, Italy"
346,Turin Central Store 0346,Turin,Italy,45.052668,7.679444,"Turin Central Store 0346 | Turin, Italy"
347,Madrid Downtown Store 0347,Madrid,Spain,40.417561,-3.729559,"Madrid Downtown Store 0347 | Madrid, Spain"
348,Barcelona Metro Store 0348,Barcelona,Spain,41.346584,2.184462,"Barcelona Metro Store 0348 | Barcelona, Spain"
349,Valencia Retail Hub Store 0349,Valencia,Spain,39.448763,-0.368176,"Valencia Retail Hub Store 0349 | Valencia, Spain"
350,Seville Commercial Store 0350,Seville,Spain,37.354536,-5.986386,"Seville Commercial Store 0350 | Seville, Spain"
351,Amsterdam Prime Store 0351,Amsterdam,Netherlands,52.370859,4.859282,"Amsterdam Prime Store 0351 | Amsterdam, Netherlands"
352,Rotterdam Mall Store 0352,Rotterdam,Netherlands,51.90806,4.441141,"Rotterdam Mall Store 0352 | Rotterdam, Netherlands"
353,The Hague Flagship Store 0353,The Hague,Netherlands,52.026837,4.349696,"The Hague Flagship Store 0353 | The Hague, Netherlands"
354,Brussels Central Store 0354,Brussels,Belgium,50.832535,4.382687,"Brussels Central Store 0354 | Brussels, Belgium"
355,Antwerp Downtown Store 0355,Antwerp,Belgium,51.194864,4.42065,"Antwerp Downtown Store 0355 | Antwerp, Belgium"
356,Zurich Metro Store 0356,Zurich,Switzerland,47.402923,8.551264,"Zurich Metro Store 0356 | Zurich, Switzerland"
357,Geneva Retail Hub Store 0357,Geneva,Switzerland,46.201558,6.134384,"Geneva Retail Hub Store 0357 | Geneva, Switzerland"
358,Vienna Commercial Store 0358,Vienna,Austria,48.193087,16.416753,"Vienna Commercial Store 0358 | Vienna, Austria"
359,Salzburg Prime Store 0359,Salzburg,Austria,47.842562,13.101503,"Salzburg Prime Store 0359 | Salzburg, Austria"
360,Warsaw Mall Store 0360,Warsaw,Poland,52.19213,21.035287,"Warsaw Mall Store 0360 | Warsaw, Poland"
361,Krakow Flagship Store 0361,Krakow,Poland,50.108534,19.913123,"Krakow Flagship Store 0361 | Krakow, Poland"
362,Wroclaw Central Store 0362,Wroclaw,Poland,51.06455,17.062612,"Wroclaw Central Store 0362 | Wroclaw, Poland"
363,Prague Downtown Store 0363,Prague,Czech Republic,50.082947,14.471983,"Prague Downtown Store 0363 | Prague, Czech Republic"
364,Lisbon Metro Store 0364,Lisbon,Portugal,38.686277,-9.109773,"Lisbon Metro Store 0364 | Lisbon, Portugal"
365,Porto Retail Hub Store 0365,Porto,Portugal,41.128063,-8.662734,"Porto Retail Hub Store 0365 | Porto, Portugal"
366,Stockholm Commercial Store 0366,Stockholm,Sweden,59.295727,18.100057,"Stockholm Commercial Store 0366 | Stockholm, Sweden"
367,Gothenburg Prime Store 0367,Gothenburg,Sweden,57.72542,11.976907,"Gothenburg Prime Store 0367 | Gothenburg, Sweden"
368,Oslo Mall Store 0368,Oslo,Norway,59.899783,10.78992,"Oslo Mall Store 0368 | Oslo, Norway"
369,Copenhagen Flagship Store 0369,Copenhagen,Denmark,55.665345,12.59996,"Copenhagen Flagship Store 0369 | Copenhagen, Denmark"
370,Helsinki Central Store 0370,Helsinki,Finland,60.163813,24.926094,"Helsinki Central Store 0370 | Helsinki, Finland"
371,Dublin Downtown Store 0371,Dublin,Ireland,53.346068,-6.280162,"Dublin Downtown Store 0371 | Dublin, Ireland"
372,Athens Metro Store 0372,Athens,Greece,38.008561,23.727772,"Athens Metro Store 0372 | Athens, Greece"
373,Budapest Retail Hub Store 0373,Budapest,Hungary,47.471121,19.080157,"Budapest Retail Hub Store 0373 | Budapest, Hungary"
374,Bucharest Commercial Store 0374,Bucharest,Romania,44.415189,26.106855,"Bucharest Commercial Store 0374 | Bucharest, Romania"
375,Zagreb Prime Store 0375,Zagreb,Croatia,45.855647,15.994324,"Zagreb Prime Store 0375 | Zagreb, Croatia"
376,Belgrade Mall Store 0376,Belgrade,Serbia,44.74829,20.492883,"Belgrade Mall Store 0376 | Belgrade, Serbia"
377,Berlin Flagship Store 0377,Berlin,Germany,52.532771,13.388491,"Berlin Flagship Store 0377 | Berlin, Germany"
378,Munich Central Store 0378,Munich,Germany,48.099027,11.611403,"Munich Central Store 0378 | Munich, Germany"
379,Hamburg Downtown Store 0379,Hamburg,Germany,53.563107,9.997046,"Hamburg Downtown Store 0379 | Hamburg, Germany"
380,Frankfurt Metro Store 0380,Frankfurt,Germany,50.150289,8.71096,"Frankfurt Metro Store 0380 | Frankfurt, Germany"
381,Cologne Retail Hub Store 0381,Cologne,Germany,50.902667,6.941472,"Cologne Retail Hub Store 0381 | Cologne, Germany"
382,Paris Commercial Store 0382,Paris,France,48.831449,2.376595,"Paris Commercial Store 0382 | Paris, France"
383,Lyon Prime Store 0383,Lyon,France,45.717353,4.842689,"Lyon Prime Store 0383 | Lyon, France"
384,Marseille Mall Store 0384,Marseille,France,43.322746,5.407477,"Marseille Mall Store 0384 | Marseille, France"
385,Lille Flagship Store 0385,Lille,France,50.613408,3.089426,"Lille Flagship Store 0385 | Lille, France"
386,London Central Store 0386,London,United Kingdom,51.468463,-0.093155,"London Central Store 0386 | London, United Kingdom"
387,Manchester Downtown Store 0387,Manchester,United Kingdom,53.443549,-2.252871,"Manchester Downtown Store 0387 | Manchester, United Kingdom"
388,Birmingham Metro Store 0388,Birmingham,United Kingdom,52.51593,-1.925408,"Birmingham Metro Store 0388 | Birmingham, United Kingdom"
389,Liverpool Retail Hub Store 0389,Liverpool,United Kingdom,53.381325,-2.969375,"Liverpool Retail Hub Store 0389 | Liverpool, United Kingdom"
390,Rome Commercial Store 0390,Rome,Italy,41.924804,12.510515,"Rome Commercial Store 0390 | Rome, Italy"
391,Milan Prime Store 0391,Milan,Italy,45.483595,9.194272,"Milan Prime Store 0391 | Milan, Italy"
392,Naples Mall Store 0392,Naples,Italy,40.82698,14.25267,"Naples Mall Store 0392 | Naples, Italy"
393,Turin Flagship Store 0393,Turin,Italy,45.03846,7.727745,"Turin Flagship Store 0393 | Turin, Italy"
394,Madrid Central Store 0394,Madrid,Spain,40.425139,-3.713715,"Madrid Central Store 0394 | Madrid, Spain"
395,Barcelona Downtown Store 0395,Barcelona,Spain,41.381301,2.218128,"Barcelona Downtown Store 0395 | Barcelona, Spain"
396,Valencia Metro Store 0396,Valencia,Spain,39.435235,-0.367677,"Valencia Metro Store 0396 | Valencia, Spain"
397,Seville Retail Hub Store 0397,Seville,Spain,37.389689,-5.973355,"Seville Retail Hub Store 0397 | Seville, Spain"
398,Amsterdam Commercial Store 0398,Amsterdam,Netherlands,52.319411,4.941312,"Amsterdam Commercial Store 0398 | Amsterdam, Netherlands"
399,Rotterdam Prime Store 0399,Rotterdam,Netherlands,51.967612,4.484213,"Rotterdam Prime Store 0399 | Rotterdam, Netherlands"
400,The Hague Mall Store 0400,The Hague,Netherlands,52.090165,4.34295,"The Hague Mall Store 0400 | The Hague, Netherlands"
401,Brussels Flagship Store 0401,Brussels,Belgium,50.871024,4.316954,"Brussels Flagship Store 0401 | Brussels, Belgium"
402,Antwerp Central Store 0402,Antwerp,Belgium,51.227029,4.413172,"Antwerp Central Store 0402 | Antwerp, Belgium"
403,Zurich Downtown Store 0403,Zurich,Switzerland,47.369313,8.565344,"Zurich Downtown Store 0403 | Zurich, Switzerland"
404,Geneva Metro Store 0404,Geneva,Switzerland,46.247837,6.185757,"Geneva Metro Store 0404 | Geneva, Switzerland"
405,Vienna Retail Hub Store 0405,Vienna,Austria,48.203284,16.335124,"Vienna Retail Hub Store 0405 | Vienna, Austria"
406,Salzburg Commercial Store 0406,Salzburg,Austria,47.857984,13.08889,"Salzburg Commercial Store 0406 | Salzburg, Austria"
407,Warsaw Prime Store 0407,Warsaw,Poland,52.192166,21.054284,"Warsaw Prime Store 0407 | Warsaw, Poland"
408,Krakow Mall Store 0408,Krakow,Poland,50.10169,19.946884,"Krakow Mall Store 0408 | Krakow, Poland"
409,Wroclaw Flagship Store 0409,Wroclaw,Poland,51.117028,17.0284,"Wroclaw Flagship Store 0409 | Wroclaw, Poland"
410,Prague Central Store 0410,Prague,Czech Republic,50.030976,14.42132,"Prague Central Store 0410 | Prague, Czech Republic"
411,Lisbon Downtown Store 0411,Lisbon,Portugal,38.752585,-9.188837,"Lisbon Downtown Store 0411 | Lisbon, Portugal"
412,Porto Metro Store 0412,Porto,Portugal,41.14125,-8.639283,"Porto Metro Store 0412 | Porto, Portugal"
413,Stockholm Retail Hub Store 0413,Stockholm,Sweden,59.33304,18.110586,"Stockholm Retail Hub Store 0413 | Stockholm, Sweden"
414,Gothenburg Commercial Store 0414,Gothenburg,Sweden,57.693535,11.959295,"Gothenburg Commercial Store 0414 | Gothenburg, Sweden"
415,Oslo Prime Store 0415,Oslo,Norway,59.93765,10.747422,"Oslo Prime Store 0415 | Oslo, Norway"
416,Copenhagen Mall Store 0416,Copenhagen,Denmark,55.64856,12.563544,"Copenhagen Mall Store 0416 | Copenhagen, Denmark"
417,Helsinki Flagship Store 0417,Helsinki,Finland,60.133986,24.906039,"Helsinki Flagship Store 0417 | Helsinki, Finland"
418,Dublin Central Store 0418,Dublin,Ireland,53.349637,-6.268407,"Dublin Central Store 0418 | Dublin, Ireland"
419,Athens Downtown Store 0419,Athens,Greece,38.025285,23.713739,"Athens Downtown Store 0419 | Athens, Greece"
420,Budapest Metro Store 0420,Budapest,Hungary,47.505959,19.053426,"Budapest Metro Store 0420 | Budapest, Hungary"
421,Bucharest Retail Hub Store 0421,Bucharest,Romania,44.378109,26.118854,"Bucharest Retail Hub Store 0421 | Bucharest, Romania"
422,Zagreb Commercial Store 0422,Zagreb,Croatia,45.782804,16.028007,"Zagreb Commercial Store 0422 | Zagreb, Croatia"
423,Belgrade Prime Store 0423,Belgrade,Serbia,44.751466,20.440362,"Belgrade Prime Store 0423 | Belgrade, Serbia"
424,Berlin Mall Store 0424,Berlin,Germany,52.478535,13.454687,"Berlin Mall Store 0424 | Berlin, Germany"
425,Munich Flagship Store 0425,Munich,Germany,48.13532,11.591539,"Munich Flagship Store 0425 | Munich, Germany"
426,Hamburg Central Store 0426,Hamburg,Germany,53.507808,10.018696,"Hamburg Central Store 0426 | Hamburg, Germany"
427,Frankfurt Downtown Store 0427,Frankfurt,Germany,50.081891,8.721905,"Frankfurt Downtown Store 0427 | Frankfurt, Germany"
428,Cologne Metro Store 0428,Cologne,Germany,50.908014,6.929369,"Cologne Metro Store 0428 | Cologne, Germany"
429,Paris Retail Hub Store 0429,Paris,France,48.810255,2.349407,"Paris Retail Hub Store 0429 | Paris, France"
430,Lyon Commercial Store 0430,Lyon,France,45.770484,4.792271,"Lyon Commercial Store 0430 | Lyon, France"
431,Marseille Prime Store 0431,Marseille,France,43.324053,5.365129,"Marseille Prime Store 0431 | Marseille, France"
432,Lille Mall Store 0432,Lille,France,50.631639,3.051376,"Lille Mall Store 0432 | Lille, France"
433,London Flagship Store 0433,London,United Kingdom,51.497476,-0.121836,"London Flagship Store 0433 | London, United Kingdom"
434,Manchester Central Store 0434,Manchester,United Kingdom,53.446324,-2.274407,"Manchester Central Store 0434 | Manchester, United Kingdom"
435,Birmingham Downtown Store 0435,Birmingham,United Kingdom,52.522379,-1.845788,"Birmingham Downtown Store 0435 | Birmingham, United Kingdom"
436,Liverpool Metro Store 0436,Liverpool,United Kingdom,53.395731,-3.014526,"Liverpool Metro Store 0436 | Liverpool, United Kingdom"
437,Rome Retail Hub Store 0437,Rome,Italy,41.9172,12.487273,"Rome Retail Hub Store 0437 | Rome, Italy"
438,Milan Commercial Store 0438,Milan,Italy,45.416739,9.155615,"Milan Commercial Store 0438 | Milan, Italy"
439,Naples Prime Store 0439,Naples,Italy,40.873397,14.283992,"Naples Prime Store 0439 | Naples, Italy"
440,Turin Mall Store 0440,Turin,Italy,45.02301,7.659097,"Turin Mall Store 0440 | Turin, Italy"
441,Madrid Flagship Store 0441,Madrid,Spain,40.389907,-3.686611,"Madrid Flagship Store 0441 | Madrid, Spain"
442,Barcelona Central Store 0442,Barcelona,Spain,41.337071,2.133811,"Barcelona Central Store 0442 | Barcelona, Spain"
443,Valencia Downtown Store 0443,Valencia,Spain,39.499892,-0.408446,"Valencia Downtown Store 0443 | Valencia, Spain"
444,Seville Metro Store 0444,Seville,Spain,37.404375,-6.010682,"Seville Metro Store 0444 | Seville, Spain"
445,Amsterdam Retail Hub Store 0445,Amsterdam,Netherlands,52.327544,4.878417,"Amsterdam Retail Hub Store 0445 | Amsterdam, Netherlands"
446,Rotterdam Commercial Store 0446,Rotterdam,Netherlands,51.946627,4.51327,"Rotterdam Commercial Store 0446 | Rotterdam, Netherlands"
